,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,shot_number
52330,2,1,44.2292127165865,-76.13873615450395,40.474777,73065703.4623238,"[-2.2  -2.13 -2.05 -1.98 -1.9  -1.83 -1.79 -1.72 -1.64 -1.6  -1.53 -1.49
 -1.45 -1.38 -1.34 -1.3  -1.23 -1.19 -1.15 -1.12 -1.08 -1.04 -1.01 -0.97
 -0.93 -0.89 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63 -0.59 -0.56 -0.52
 -0.48 -0.44 -0.41 -0.37 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.14 -0.11
 -0.11 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.14  0.18  0.22  0.26
  0.29  0.33  0.37  0.41  0.44  0.44  0.48  0.52  0.56  0.59  0.63  0.67
  0.71  0.74  0.78  0.82  0.86  0.89  0.93  1.01  1.04  1.08  1.12  1.15
  1.23  1.27  1.3   1.38  1.42  1.49  1.53  1.6   1.68  1.75  1.83  1.9
  2.02  2.09  2.2   2.35  2.54]",100,0.0,77550200300248678
52360,2,1,44.221127706804936,-76.12049682619516,61.200066,73065703.71028034,"[-3.44 -2.95 -2.65 -2.43 -2.24 -2.09 -1.98 -1.87 -1.75 -1.64 -1.53 -1.45
 -1.38 -1.27 -1.19 -1.12 -1.08 -1.01 -0.93 -0.86 -0.82 -0.74 -0.71 -0.63
 -0.59 -0.52 -0.48 -0.44 -0.37 -0.33 -0.29 -0.22 -0.18 -0.14 -0.07 -0.03
  0.    0.07  0.11  0.14  0.18  0.26  0.29  0.33  0.41  0.44  0.52  0.56
  0.63  0.67  0.74  0.78  0.86  0.89  0.97  1.04  1.08  1.15  1.23  1.3
  1.34  1.42  1.49  1.57  1.64  1.72  1.79  1.83  1.9   1.98  2.05  2.13
  2.2   2.28  2.35  2.43  2.5   2.58  2.65  2.76  2.84  2.91  2.99  3.1
  3.17  3.25  3.36  3.47  3.55  3.66  3.77  3.89  4.04  4.15  4.3   4.48
  4.67  4.86  5.12  5.46  5.94]",0,0.0,77550200300248708
52390,2,1,44.213041996856184,-76.10228860961232,65.38104,73065703.95820035,"[-4.45 -3.89 -3.47 -3.14 -2.84 -2.61 -2.39 -2.2  -2.02 -1.83 -1.72 -1.57
 -1.45 -1.3  -1.23 -1.12 -1.01 -0.93 -0.82 -0.74 -0.63 -0.56 -0.48 -0.41
 -0.33 -0.26 -0.18 -0.11  0.    0.07  0.14  0.22  0.29  0.37  0.44  0.52
  0.59  0.71  0.78  0.89  0.97  1.08  1.15  1.27  1.38  1.49  1.6   1.75
  1.87  1.98  2.09  2.24  2.35  2.5   2.61  2.73  2.88  2.99  3.14  3.29
  3.44  3.59  3.74  3.89  4.04  4.22  4.37  4.56  4.71  4.9   5.05  5.23
  5.42  5.57  5.76  5.94  6.13  6.32  6.47  6.65  6.84  7.03  7.18  7.33
  7.51  7.66  7.81  7.96  8.11  8.3   8.49  8.67  8.9   9.12  9.38  9.61
  9.87 10.13 10.43 10.81 11.44]",0,100.0,77550200300248738
52400,2,1,44.21034414788272,-76.09621702028272,74.59407,73065704.04084034,"[-2.69 -2.46 -2.24 -2.05 -1.9  -1.75 -1.6  -1.49 -1.38 -1.27 -1.15 -1.04
 -0.93 -0.86 -0.74 -0.67 -0.59 -0.48 -0.41 -0.33 -0.26 -0.18 -0.11  0.
  0.07  0.14  0.22  0.29  0.37  0.48  0.56  0.63  0.74  0.82  0.93  1.01
  1.12  1.23  1.34  1.49  1.6   1.75  1.9   2.09  2.31  2.54  2.84  3.21
  3.66  4.18  4.86  5.49  6.13  6.65  7.14  7.59  8.    8.34  8.71  9.01
  9.31  9.61  9.91 10.17 10.43 10.69 10.96 11.18 11.44 11.67 11.89 12.12
 12.3  12.53 12.71 12.9  13.13 13.31 13.5  13.65 13.84 14.02 14.21 14.36
 14.55 14.73 14.88 15.07 15.26 15.45 15.63 15.82 16.04 16.27 16.53 16.79
 17.09 17.39 17.8  18.25 18.77]",0,100.0,77550200300248748
52410,2,1,44.20765407262973,-76.09015903595224,61.085735,73065704.12348035,"[-3.81 -3.44 -3.17 -2.95 -2.76 -2.61 -2.46 -2.35 -2.2  -2.09 -1.98 -1.9
 -1.79 -1.72 -1.64 -1.53 -1.45 -1.38 -1.3  -1.27 -1.19 -1.12 -1.08 -1.01
 -0.97 -0.89 -0.86 -0.82 -0.78 -0.71 -0.67 -0.63 -0.59 -0.52 -0.48 -0.44
 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.14 -0.07 -0.03  0.    0.03
  0.07  0.11  0.14  0.18  0.22  0.26  0.29  0.33  0.41  0.44  0.48  0.52
  0.56  0.59  0.67  0.71  0.74  0.78  0.86  0.89  0.93  1.01  1.04  1.12
  1.15  1.23  1.27  1.34  1.42  1.49  1.57  1.6   1.72  1.79  1.87  1.98
  2.05  2.16  2.28  2.39  2.5   2.65  2.8   2.95  3.14  3.32  3.51  3.74
  4.    4.3   4.63  4.97  5.34]",0,77.0,77550200300248758
52420,2,1,44.20495807179791,-76.08409004092356,66.11854,73065704.20612036,"[-3.59 -3.36 -3.17 -2.99 -2.84 -2.69 -2.54 -2.43 -2.31 -2.2  -2.09 -2.02
 -1.94 -1.83 -1.75 -1.68 -1.6  -1.53 -1.45 -1.42 -1.34 -1.27 -1.23 -1.15
 -1.08 -1.04 -0.97 -0.93 -0.89 -0.82 -0.78 -0.71 -0.67 -0.63 -0.59 -0.52
 -0.48 -0.44 -0.37 -0.33 -0.29 -0.26 -0.18 -0.14 -0.11 -0.07 -0.03  0.03
  0.07  0.11  0.14  0.22  0.26  0.29  0.33  0.41  0.44  0.48  0.56  0.59
  0.63  0.71  0.74  0.78  0.86  0.89  0.97  1.01  1.08  1.12  1.19  1.27
  1.34  1.38  1.45  1.53  1.6   1.68  1.75  1.87  1.94  2.05  2.16  2.28
  2.39  2.5   2.65  2.8   2.95  3.14  3.32  3.51  3.74  4.    4.26  4.56
  4.86  5.19  5.61  6.02  6.5 ]",0,0.0,77550200300248768
52460,2,1,44.19416245320497,-76.05982316668367,82.41553,73065704.53671736,"[-4.26 -3.74 -3.4  -3.1  -2.88 -2.69 -2.5  -2.35 -2.24 -2.09 -1.98 -1.9
 -1.79 -1.72 -1.64 -1.57 -1.49 -1.42 -1.34 -1.3  -1.23 -1.19 -1.12 -1.08
 -1.04 -0.97 -0.93 -0.89 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63 -0.59
 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.18
 -0.14 -0.11 -0.07 -0.03  0.    0.03  0.07  0.07  0.11  0.14  0.18  0.22
  0.26  0.29  0.33  0.37  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.63
  0.67  0.71  0.78  0.82  0.86  0.89  0.93  0.97  1.04  1.08  1.12  1.19
  1.23  1.3   1.34  1.42  1.49  1.53  1.6   1.72  1.79  1.87  1.98  2.09
  2.24  2.43  2.65  2.95  3.62]",0,0.0,77550200300248808
52470,2,1,44.19146474415193,-76.05375923577809,85.27205,73065704.61937594,"[-4.   -3.36 -2.95 -2.69 -2.5  -2.31 -2.2  -2.05 -1.94 -1.87 -1.75 -1.68
 -1.6  -1.53 -1.45 -1.42 -1.34 -1.3  -1.23 -1.19 -1.12 -1.08 -1.04 -1.01
 -0.93 -0.89 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63 -0.59 -0.56 -0.52
 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.18 -0.14 -0.11
 -0.07 -0.03  0.    0.03  0.07  0.11  0.11  0.14  0.18  0.22  0.26  0.29
  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.63  0.67  0.71  0.74
  0.78  0.82  0.86  0.89  0.93  1.01  1.04  1.08  1.12  1.19  1.23  1.3
  1.34  1.42  1.49  1.53  1.6   1.68  1.75  1.87  1.94  2.05  2.16  2.31
  2.46  2.65  2.91  3.29  3.89]",0,0.0,77550200300248818
52510,2,1,44.18040135221711,-76.02892919635286,87.83865,73065704.95819995,"[-4.04 -3.55 -3.14 -2.76 -2.46 -2.24 -2.05 -1.87 -1.75 -1.64 -1.57 -1.45
 -1.38 -1.3  -1.23 -1.19 -1.12 -1.08 -1.01 -0.97 -0.89 -0.86 -0.82 -0.78
 -0.74 -0.67 -0.63 -0.59 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29
 -0.26 -0.22 -0.18 -0.14 -0.11 -0.07 -0.03  0.    0.03  0.07  0.11  0.14
  0.18  0.22  0.26  0.29  0.33  0.37  0.41  0.44  0.48  0.56  0.59  0.63
  0.67  0.71  0.74  0.82  0.86  0.89  0.97  1.01  1.08  1.12  1.19  1.23
  1.3   1.38  1.45  1.53  1.64  1.72  1.83  1.94  2.09  2.28  2.54  2.95
  3.77  4.78  5.53  6.39  7.4   8.19  9.05  9.72 10.32 10.88 11.48 12.04
 12.6  13.05 13.46 13.91 14.44]",0,79.0,77550200300248858
52530,2,1,44.175012843233425,-76.0168399214917,57.617977,73065705.12347995,"[-3.74 -3.25 -2.95 -2.69 -2.5  -2.31 -2.16 -2.02 -1.9  -1.79 -1.68 -1.57
 -1.45 -1.38 -1.27 -1.19 -1.12 -1.04 -0.97 -0.89 -0.82 -0.78 -0.71 -0.63
 -0.59 -0.52 -0.48 -0.41 -0.37 -0.29 -0.26 -0.18 -0.14 -0.07 -0.03  0.03
  0.07  0.14  0.18  0.26  0.29  0.37  0.41  0.48  0.52  0.59  0.63  0.71
  0.74  0.82  0.86  0.93  1.01  1.04  1.12  1.15  1.23  1.3   1.34  1.42
  1.49  1.53  1.6   1.68  1.75  1.79  1.87  1.94  2.02  2.09  2.16  2.24
  2.31  2.39  2.46  2.54  2.61  2.73  2.8   2.88  2.99  3.1   3.17  3.29
  3.4   3.51  3.66  3.77  3.92  4.11  4.3   4.48  4.75  5.05  5.38  5.68
  6.02  6.32  6.62  6.95  7.4 ]",0,94.0,77550200300248878
