,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,shot_number
109320,2,1,42.19561761834512,-74.10770323205391,578.6849,54515657.37165275,"[-3.7  -3.29 -3.03 -2.77 -2.58 -2.43 -2.32 -2.2  -2.09 -1.98 -1.9  -1.79
 -1.72 -1.68 -1.61 -1.53 -1.46 -1.42 -1.34 -1.31 -1.23 -1.19 -1.16 -1.08
 -1.04 -1.01 -0.97 -0.89 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63 -0.59
 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.14
 -0.11 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.14  0.18  0.22  0.26
  0.29  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.63  0.71  0.74
  0.78  0.82  0.86  0.89  0.93  1.01  1.04  1.08  1.16  1.19  1.23  1.31
  1.34  1.42  1.49  1.53  1.61  1.68  1.75  1.87  1.94  2.05  2.17  2.32
  2.47  2.65  2.92  3.29  4.  ]",0,13.0,44260200200277051
109400,2,1,42.21940347385799,-74.06186306799592,910.16144,54515658.04109225,"[-5.99 -4.75 -3.22 -2.24 -1.68 -1.23 -0.89 -0.63 -0.41 -0.14  0.03  0.29
  0.52  0.78  1.12  1.49  1.87  2.28  2.62  2.99  3.36  3.7   4.08  4.38
  4.68  4.97  5.27  5.54  5.84  6.1   6.36  6.58  6.81  7.    7.18  7.33
  7.48  7.63  7.78  7.93  8.08  8.23  8.38  8.57  8.72  8.87  9.02  9.21
  9.36  9.51  9.66  9.84  9.99 10.14 10.29 10.4  10.55 10.7  10.85 10.97
 11.12 11.23 11.38 11.49 11.6  11.75 11.86 11.98 12.13 12.24 12.35 12.46
 12.58 12.69 12.84 12.95 13.06 13.17 13.29 13.4  13.51 13.59 13.7  13.81
 13.92 14.04 14.19 14.3  14.41 14.52 14.67 14.79 14.93 15.12 15.27 15.46
 15.68 15.95 16.28 16.84 17.82]",0,100.0,44260200200277131
109440,2,1,42.23118462771681,-74.03894711372907,468.97513,54515658.37165225,"[-1.34 -0.93 -0.59 -0.26  0.07  0.37  0.67  0.97  1.23  1.46  1.68  1.9
  2.13  2.32  2.54  2.73  2.92  3.07  3.22  3.36  3.51  3.66  3.78  3.93
  4.08  4.19  4.34  4.49  4.68  4.83  5.01  5.2   5.39  5.57  5.76  5.95
  6.14  6.29  6.47  6.58  6.73  6.88  7.03  7.15  7.3   7.41  7.56  7.67
  7.82  7.93  8.08  8.23  8.34  8.49  8.61  8.76  8.91  9.02  9.17  9.28
  9.43  9.58  9.69  9.84  9.99 10.14 10.25 10.4  10.55 10.67 10.82 10.93
 11.04 11.19 11.3  11.42 11.53 11.64 11.75 11.83 11.94 12.05 12.13 12.24
 12.31 12.43 12.54 12.65 12.76 12.88 13.03 13.17 13.32 13.55 13.81 14.07
 14.37 14.64 14.93 15.23 15.61]",0,100.0,44260200200277171
109450,2,1,42.23413442616258,-74.03320654471129,332.01758,54515658.45429225,"[-2.24 -1.27 -0.63 -0.07  0.52  1.16  1.9   2.84  3.7   4.49  5.12  5.61
  6.1   6.55  6.96  7.41  7.86  8.31  8.72  9.13  9.51  9.88 10.18 10.48
 10.78 11.08 11.38 11.68 11.94 12.24 12.54 12.8  13.06 13.29 13.51 13.74
 13.92 14.11 14.3  14.49 14.67 14.86 15.05 15.2  15.38 15.53 15.68 15.83
 15.98 16.1  16.25 16.39 16.51 16.66 16.77 16.92 17.03 17.14 17.26 17.37
 17.48 17.59 17.71 17.78 17.89 17.97 18.08 18.15 18.23 18.34 18.42 18.49
 18.57 18.64 18.75 18.83 18.9  18.98 19.09 19.17 19.28 19.35 19.47 19.58
 19.69 19.8  19.95 20.06 20.21 20.36 20.51 20.7  20.85 21.   21.19 21.37
 21.6  21.82 22.16 22.65 23.58]",0,100.0,44260200200277181
109460,2,1,42.23707191077508,-74.02750149016376,285.53314,54515658.53693225,"[-2.88 -1.75 -1.08 -0.59 -0.14  0.26  0.71  1.16  1.64  2.28  3.1   3.85
  4.6   5.31  5.99  6.66  7.26  7.82  8.34  8.76  9.09  9.39  9.66  9.88
 10.1  10.33 10.55 10.78 11.04 11.3  11.56 11.79 12.01 12.2  12.39 12.58
 12.73 12.88 13.03 13.21 13.32 13.47 13.62 13.77 13.89 14.04 14.15 14.26
 14.41 14.52 14.64 14.75 14.86 14.97 15.08 15.16 15.27 15.38 15.5  15.61
 15.68 15.8  15.91 16.02 16.1  16.21 16.32 16.39 16.51 16.62 16.69 16.81
 16.92 17.03 17.14 17.26 17.37 17.48 17.59 17.71 17.86 17.97 18.12 18.27
 18.42 18.6  18.79 18.98 19.17 19.39 19.61 19.88 20.14 20.44 20.74 21.11
 21.52 21.97 22.46 22.98 23.85]",0,100.0,44260200200277191
109470,2,1,42.23999889625673,-74.02182495218945,302.40515,54515658.61957225,"[-4.15 -3.33 -2.77 -2.39 -2.05 -1.79 -1.57 -1.34 -1.19 -1.01 -0.89 -0.74
 -0.63 -0.52 -0.37 -0.26 -0.14 -0.07  0.03  0.14  0.26  0.37  0.52  0.63
  0.74  0.86  1.01  1.12  1.27  1.42  1.57  1.72  1.9   2.05  2.2   2.39
  2.54  2.69  2.88  3.03  3.18  3.33  3.48  3.63  3.74  3.89  4.    4.11
  4.23  4.34  4.45  4.56  4.68  4.79  4.86  4.97  5.09  5.16  5.24  5.35
  5.42  5.5   5.61  5.69  5.76  5.84  5.91  5.99  6.1   6.17  6.25  6.32
  6.4   6.47  6.58  6.66  6.73  6.81  6.92  7.    7.11  7.18  7.3   7.37
  7.48  7.56  7.67  7.78  7.9   8.01  8.16  8.27  8.42  8.57  8.76  8.94
  9.21  9.47  9.8  10.25 11.12]",0,100.0,44260200200277201
109480,2,1,42.242927349370376,-74.01613035991039,261.57745,54515658.70221225,"[-3.55 -2.58 -1.42 -0.63 -0.11  0.41  0.97  1.72  2.39  2.92  3.4   3.93
  4.45  4.97  5.46  5.99  6.58  7.3   8.01  8.61  9.13  9.62 10.03 10.44
 10.82 11.19 11.56 11.98 12.31 12.65 12.95 13.21 13.47 13.7  13.96 14.19
 14.41 14.64 14.86 15.05 15.23 15.42 15.57 15.72 15.87 16.02 16.17 16.32
 16.47 16.62 16.73 16.88 16.99 17.14 17.26 17.37 17.48 17.59 17.71 17.82
 17.93 18.04 18.15 18.27 18.34 18.45 18.57 18.68 18.79 18.87 18.98 19.09
 19.2  19.28 19.39 19.5  19.61 19.69 19.8  19.91 20.03 20.14 20.25 20.4
 20.51 20.66 20.81 20.96 21.15 21.34 21.52 21.75 22.01 22.24 22.5  22.8
 23.1  23.47 23.88 24.37 25.23]",0,100.0,44260200200277211
109490,2,1,42.245860055603636,-74.01041561540305,168.55386,54515658.78485225,"[-2.58 -1.76 -0.93 -0.11  0.67  1.57  2.24  2.73  3.22  3.7   4.26  4.9
  5.65  6.32  7.04  7.67  8.23  8.76  9.17  9.51  9.84 10.22 10.52 10.86
 11.12 11.42 11.68 11.94 12.24 12.5  12.77 13.06 13.33 13.63 13.89 14.19
 14.45 14.71 14.97 15.2  15.42 15.61 15.8  16.02 16.21 16.4  16.58 16.81
 17.03 17.22 17.45 17.67 17.86 18.05 18.27 18.42 18.61 18.79 18.94 19.09
 19.24 19.39 19.54 19.69 19.81 19.96 20.11 20.26 20.4  20.55 20.7  20.85
 21.04 21.19 21.38 21.53 21.72 21.9  22.05 22.24 22.43 22.61 22.8  23.03
 23.21 23.44 23.66 23.89 24.15 24.41 24.67 24.94 25.2  25.5  25.83 26.21
 26.62 27.15 27.86 28.83 29.88]",0,100.0,44260200200277221
109500,2,1,42.248783923484595,-74.0047454885926,201.78104,54515658.86750825,"[-7.75 -6.66 -6.02 -5.5  -5.05 -4.64 -4.26 -3.89 -3.55 -3.18 -2.84 -2.5
 -2.2  -1.9  -1.64 -1.38 -1.16 -0.93 -0.74 -0.56 -0.37 -0.18  0.    0.14
  0.33  0.52  0.71  0.89  1.08  1.23  1.42  1.57  1.76  1.9   2.05  2.2
  2.35  2.5   2.65  2.77  2.92  3.07  3.22  3.37  3.48  3.63  3.78  3.93
  4.08  4.23  4.34  4.49  4.6   4.75  4.86  5.01  5.13  5.24  5.35  5.46
  5.57  5.65  5.76  5.87  5.99  6.1   6.17  6.29  6.4   6.47  6.59  6.7
  6.77  6.89  7.    7.07  7.18  7.26  7.37  7.48  7.56  7.67  7.78  7.9
  7.97  8.08  8.2   8.35  8.46  8.57  8.72  8.87  9.02  9.21  9.39  9.58
  9.84 10.14 10.48 11.   11.98]",0,100.0,44260200200277231
109510,2,1,42.25171049362339,-73.99906569022265,222.15337,54515658.95016825,"[-2.65 -2.17 -1.75 -1.42 -1.12 -0.86 -0.59 -0.37 -0.14  0.07  0.29  0.56
  0.78  1.08  1.34  1.68  2.05  2.43  2.8   3.18  3.51  3.85  4.15  4.49
  4.75  5.05  5.31  5.57  5.84  6.1   6.36  6.62  6.88  7.15  7.41  7.67
  7.97  8.27  8.61  8.91  9.24  9.58  9.88 10.18 10.48 10.78 11.08 11.38
 11.68 12.01 12.35 12.69 13.03 13.4  13.77 14.15 14.56 14.94 15.31 15.68
 16.02 16.36 16.7  17.03 17.37 17.67 17.97 18.27 18.57 18.83 19.13 19.43
 19.69 19.99 20.29 20.59 20.89 21.19 21.45 21.71 21.98 22.24 22.5  22.76
 22.99 23.25 23.51 23.74 24.   24.26 24.56 24.82 25.12 25.42 25.76 26.09
 26.47 26.88 27.4  28.08 29.05]",0,100.0,44260200200277241
